Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","32","Cameroon","5312","Area harvested","661","Cocoa, beans","2010","2010","ha","670000","F","FAO estimate"
"QCL","Crops and livestock products","32","Cameroon","5312","Area harvested","661","Cocoa, beans","2011","2011","ha","670000","F","FAO estimate"
"QCL","Crops and livestock products","32","Cameroon","5312","Area harvested","661","Cocoa, beans","2012","2012","ha","670000","F","FAO estimate"
"QCL","Crops and livestock products","32","Cameroon","5312","Area harvested","661","Cocoa, beans","2013","2013","ha","670000","F","FAO estimate"
"QCL","Crops and livestock products","32","Cameroon","5312","Area harvested","661","Cocoa, beans","2014","2014","ha","714261","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","32","Cameroon","5312","Area harvested","661","Cocoa, beans","2015","2015","ha","767555","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","32","Cameroon","5312","Area harvested","661","Cocoa, beans","2016","2016","ha","520947","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","32","Cameroon","5312","Area harvested","661","Cocoa, beans","2017","2017","ha","599844","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","32","Cameroon","5312","Area harvested","661","Cocoa, beans","2018","2018","ha","606649","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","32","Cameroon","5419","Yield","661","Cocoa, beans","2010","2010","hg/ha","3941","Fc","Calculated data"
"QCL","Crops and livestock products","32","Cameroon","5419","Yield","661","Cocoa, beans","2011","2011","hg/ha","3582","Fc","Calculated data"
"QCL","Crops and livestock products","32","Cameroon","5419","Yield","661","Cocoa, beans","2012","2012","hg/ha","4014","Fc","Calculated data"
"QCL","Crops and livestock products","32","Cameroon","5419","Yield","661","Cocoa, beans","2013","2013","hg/ha","4104","Fc","Calculated data"
"QCL","Crops and livestock products","32","Cameroon","5419","Yield","661","Cocoa, beans","2014","2014","hg/ha","3769","Fc","Calculated data"
"QCL","Crops and livestock products","32","Cameroon","5419","Yield","661","Cocoa, beans","2015","2015","hg/ha","4039","Fc","Calculated data"
"QCL","Crops and livestock products","32","Cameroon","5419","Yield","661","Cocoa, beans","2016","2016","hg/ha","4050","Fc","Calculated data"
"QCL","Crops and livestock products","32","Cameroon","5419","Yield","661","Cocoa, beans","2017","2017","hg/ha","4104","Fc","Calculated data"
"QCL","Crops and livestock products","32","Cameroon","5419","Yield","661","Cocoa, beans","2018","2018","hg/ha","4119","Fc","Calculated data"
"QCL","Crops and livestock products","32","Cameroon","5510","Production","661","Cocoa, beans","2010","2010","tonnes","264077","","Official data"
"QCL","Crops and livestock products","32","Cameroon","5510","Production","661","Cocoa, beans","2011","2011","tonnes","240000","","Official data"
"QCL","Crops and livestock products","32","Cameroon","5510","Production","661","Cocoa, beans","2012","2012","tonnes","268941","","Official data"
"QCL","Crops and livestock products","32","Cameroon","5510","Production","661","Cocoa, beans","2013","2013","tonnes","275000","","Official data"
"QCL","Crops and livestock products","32","Cameroon","5510","Production","661","Cocoa, beans","2014","2014","tonnes","269228","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","32","Cameroon","5510","Production","661","Cocoa, beans","2015","2015","tonnes","310000","*","Unofficial figure"
"QCL","Crops and livestock products","32","Cameroon","5510","Production","661","Cocoa, beans","2016","2016","tonnes","211000","*","Unofficial figure"
"QCL","Crops and livestock products","32","Cameroon","5510","Production","661","Cocoa, beans","2017","2017","tonnes","246200","*","Unofficial figure"
"QCL","Crops and livestock products","32","Cameroon","5510","Production","661","Cocoa, beans","2018","2018","tonnes","249900","*","Unofficial figure"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5312","Area harvested","661","Cocoa, beans","2010","2010","ha","2278786","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5312","Area harvested","661","Cocoa, beans","2011","2011","ha","2685121","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5312","Area harvested","661","Cocoa, beans","2012","2012","ha","2746080","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5312","Area harvested","661","Cocoa, beans","2013","2013","ha","2731411","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5312","Area harvested","661","Cocoa, beans","2014","2014","ha","3084498","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5312","Area harvested","661","Cocoa, beans","2015","2015","ha","3458163","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5312","Area harvested","661","Cocoa, beans","2016","2016","ha","3168749","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5312","Area harvested","661","Cocoa, beans","2017","2017","ha","4035466","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5312","Area harvested","661","Cocoa, beans","2018","2018","ha","4359104","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5419","Yield","661","Cocoa, beans","2010","2010","hg/ha","5711","Fc","Calculated data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5419","Yield","661","Cocoa, beans","2011","2011","hg/ha","5628","Fc","Calculated data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5419","Yield","661","Cocoa, beans","2012","2012","hg/ha","5411","Fc","Calculated data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5419","Yield","661","Cocoa, beans","2013","2013","hg/ha","5305","Fc","Calculated data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5419","Yield","661","Cocoa, beans","2014","2014","hg/ha","5310","Fc","Calculated data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5419","Yield","661","Cocoa, beans","2015","2015","hg/ha","5194","Fc","Calculated data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5419","Yield","661","Cocoa, beans","2016","2016","hg/ha","5157","Fc","Calculated data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5419","Yield","661","Cocoa, beans","2017","2017","hg/ha","5040","Fc","Calculated data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5419","Yield","661","Cocoa, beans","2018","2018","hg/ha","4848","Fc","Calculated data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","661","Cocoa, beans","2010","2010","tonnes","1301347","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","661","Cocoa, beans","2011","2011","tonnes","1511255","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","661","Cocoa, beans","2012","2012","tonnes","1485882","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","661","Cocoa, beans","2013","2013","tonnes","1448992","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","661","Cocoa, beans","2014","2014","tonnes","1637778","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","661","Cocoa, beans","2015","2015","tonnes","1796000","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","661","Cocoa, beans","2016","2016","tonnes","1634000","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","661","Cocoa, beans","2017","2017","tonnes","2034000","","Official data"
"QCL","Crops and livestock products","107","Côte d'Ivoire","5510","Production","661","Cocoa, beans","2018","2018","tonnes","2113189","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5312","Area harvested","661","Cocoa, beans","2010","2010","ha","360025","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5312","Area harvested","661","Cocoa, beans","2011","2011","ha","399467","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5312","Area harvested","661","Cocoa, beans","2012","2012","ha","390176","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5312","Area harvested","661","Cocoa, beans","2013","2013","ha","402434","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5312","Area harvested","661","Cocoa, beans","2014","2014","ha","372637","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5312","Area harvested","661","Cocoa, beans","2015","2015","ha","432094","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5312","Area harvested","661","Cocoa, beans","2016","2016","ha","454257","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5312","Area harvested","661","Cocoa, beans","2017","2017","ha","467327","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5312","Area harvested","661","Cocoa, beans","2018","2018","ha","501950","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5419","Yield","661","Cocoa, beans","2010","2010","hg/ha","3669","Fc","Calculated data"
"QCL","Crops and livestock products","58","Ecuador","5419","Yield","661","Cocoa, beans","2011","2011","hg/ha","5612","Fc","Calculated data"
"QCL","Crops and livestock products","58","Ecuador","5419","Yield","661","Cocoa, beans","2012","2012","hg/ha","3417","Fc","Calculated data"
"QCL","Crops and livestock products","58","Ecuador","5419","Yield","661","Cocoa, beans","2013","2013","hg/ha","3192","Fc","Calculated data"
"QCL","Crops and livestock products","58","Ecuador","5419","Yield","661","Cocoa, beans","2014","2014","hg/ha","4192","Fc","Calculated data"
"QCL","Crops and livestock products","58","Ecuador","5419","Yield","661","Cocoa, beans","2015","2015","hg/ha","4170","Fc","Calculated data"
"QCL","Crops and livestock products","58","Ecuador","5419","Yield","661","Cocoa, beans","2016","2016","hg/ha","3909","Fc","Calculated data"
"QCL","Crops and livestock products","58","Ecuador","5419","Yield","661","Cocoa, beans","2017","2017","hg/ha","4407","Fc","Calculated data"
"QCL","Crops and livestock products","58","Ecuador","5419","Yield","661","Cocoa, beans","2018","2018","hg/ha","4685","Fc","Calculated data"
"QCL","Crops and livestock products","58","Ecuador","5510","Production","661","Cocoa, beans","2010","2010","tonnes","132099","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5510","Production","661","Cocoa, beans","2011","2011","tonnes","224163","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5510","Production","661","Cocoa, beans","2012","2012","tonnes","133323","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5510","Production","661","Cocoa, beans","2013","2013","tonnes","128446","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5510","Production","661","Cocoa, beans","2014","2014","tonnes","156216","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5510","Production","661","Cocoa, beans","2015","2015","tonnes","180192","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5510","Production","661","Cocoa, beans","2016","2016","tonnes","177551","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5510","Production","661","Cocoa, beans","2017","2017","tonnes","205955","","Official data"
"QCL","Crops and livestock products","58","Ecuador","5510","Production","661","Cocoa, beans","2018","2018","tonnes","235182","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2010","2010","ha","1600200","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2011","2011","ha","1600300","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2012","2012","ha","1600300","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2013","2013","ha","1600300","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2014","2014","ha","1683765","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2015","2015","ha","1683765","","Official data"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2016","2016","ha","1683765","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2017","2017","ha","1867648","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","81","Ghana","5312","Area harvested","661","Cocoa, beans","2018","2018","ha","1707146","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2010","2010","hg/ha","3950","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2011","2011","hg/ha","4374","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2012","2012","hg/ha","5495","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2013","2013","hg/ha","5221","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2014","2014","hg/ha","5100","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2015","2015","hg/ha","5100","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2016","2016","hg/ha","5100","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2017","2017","hg/ha","5190","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5419","Yield","661","Cocoa, beans","2018","2018","hg/ha","5299","Fc","Calculated data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2010","2010","tonnes","632037","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2011","2011","tonnes","700020","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2012","2012","tonnes","879348","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2013","2013","tonnes","835466","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2014","2014","tonnes","858720","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2015","2015","tonnes","858720","","Official data"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2016","2016","tonnes","858720","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2017","2017","tonnes","969300","*","Unofficial figure"
"QCL","Crops and livestock products","81","Ghana","5510","Production","661","Cocoa, beans","2018","2018","tonnes","904700","*","Unofficial figure"
"QCL","Crops and livestock products","159","Nigeria","5312","Area harvested","661","Cocoa, beans","2010","2010","ha","1272430","","Official data"
"QCL","Crops and livestock products","159","Nigeria","5312","Area harvested","661","Cocoa, beans","2011","2011","ha","1241329","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","159","Nigeria","5312","Area harvested","661","Cocoa, beans","2012","2012","ha","1266347","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","159","Nigeria","5312","Area harvested","661","Cocoa, beans","2013","2013","ha","1239750","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","159","Nigeria","5312","Area harvested","661","Cocoa, beans","2014","2014","ha","1144659","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","159","Nigeria","5312","Area harvested","661","Cocoa, beans","2015","2015","ha","1056893","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","159","Nigeria","5312","Area harvested","661","Cocoa, beans","2016","2016","ha","1048945","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","159","Nigeria","5312","Area harvested","661","Cocoa, beans","2017","2017","ha","1154654","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","159","Nigeria","5312","Area harvested","661","Cocoa, beans","2018","2018","ha","1222844","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","661","Cocoa, beans","2010","2010","hg/ha","3137","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","661","Cocoa, beans","2011","2011","hg/ha","3150","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","661","Cocoa, beans","2012","2012","hg/ha","3024","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","661","Cocoa, beans","2013","2013","hg/ha","2960","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","661","Cocoa, beans","2014","2014","hg/ha","2882","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","661","Cocoa, beans","2015","2015","hg/ha","2858","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","661","Cocoa, beans","2016","2016","hg/ha","2841","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","661","Cocoa, beans","2017","2017","hg/ha","2815","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5419","Yield","661","Cocoa, beans","2018","2018","hg/ha","2780","Fc","Calculated data"
"QCL","Crops and livestock products","159","Nigeria","5510","Production","661","Cocoa, beans","2010","2010","tonnes","399200","","Official data"
"QCL","Crops and livestock products","159","Nigeria","5510","Production","661","Cocoa, beans","2011","2011","tonnes","391000","*","Unofficial figure"
"QCL","Crops and livestock products","159","Nigeria","5510","Production","661","Cocoa, beans","2012","2012","tonnes","383000","*","Unofficial figure"
"QCL","Crops and livestock products","159","Nigeria","5510","Production","661","Cocoa, beans","2013","2013","tonnes","367000","*","Unofficial figure"
"QCL","Crops and livestock products","159","Nigeria","5510","Production","661","Cocoa, beans","2014","2014","tonnes","329870","","Official data"
"QCL","Crops and livestock products","159","Nigeria","5510","Production","661","Cocoa, beans","2015","2015","tonnes","302066","","Official data"
"QCL","Crops and livestock products","159","Nigeria","5510","Production","661","Cocoa, beans","2016","2016","tonnes","298029","","Official data"
"QCL","Crops and livestock products","159","Nigeria","5510","Production","661","Cocoa, beans","2017","2017","tonnes","325000","F","FAO estimate"
"QCL","Crops and livestock products","159","Nigeria","5510","Production","661","Cocoa, beans","2018","2018","tonnes","340000","F","FAO estimate"
